season,week,poll,rank,school,points
2022,1,AP Top 25,1,Alabama,1566
2022,1,AP Top 25,2,Ohio State,1506
2022,1,AP Top 25,3,Georgia,1455
2022,1,AP Top 25,4,Clemson,1292
2022,1,AP Top 25,5,Notre Dame,1242
2022,1,AP Top 25,6,Texas A&M,1212
2022,1,AP Top 25,7,Utah,1209
2022,1,AP Top 25,8,Michigan,1203
2022,1,AP Top 25,9,Oklahoma,956
2022,1,AP Top 25,10,Baylor,884
2022,1,AP Top 25,11,Oregon,831
2022,1,AP Top 25,12,Oklahoma State,814
2022,1,AP Top 25,13,NC State,752
2022,1,AP Top 25,14,USC,711
2022,1,AP Top 25,15,Michigan State,631
2022,1,AP Top 25,16,Miami,476
2022,1,AP Top 25,17,Pittsburgh,383
2022,1,AP Top 25,18,Wisconsin,365
2022,1,AP Top 25,19,Arkansas,348
2022,1,AP Top 25,20,Kentucky,332
2022,1,AP Top 25,21,Ole Miss,324
2022,1,AP Top 25,22,Wake Forest,303
2022,1,AP Top 25,23,Cincinnati,265
2022,1,AP Top 25,24,Houston,263
2022,1,AP Top 25,25,BYU,234
2022,1,Coaches Poll,1,Alabama,1634
2022,1,Coaches Poll,2,Ohio State,1564
2022,1,Coaches Poll,3,Georgia,1542
2022,1,Coaches Poll,4,Clemson,1356
2022,1,Coaches Poll,5,Notre Dame,1284
2022,1,Coaches Poll,6,Michigan,1232
2022,1,Coaches Poll,7,Texas A&M,1219
2022,1,Coaches Poll,8,Utah,1134
2022,1,Coaches Poll,9,Oklahoma,1027
2022,1,Coaches Poll,10,Baylor,891
2022,1,Coaches Poll,11,Oklahoma State,859
2022,1,Coaches Poll,12,Oregon,734
2022,1,Coaches Poll,13,NC State,726
2022,1,Coaches Poll,14,Michigan State,711
2022,1,Coaches Poll,15,USC,602
2022,1,Coaches Poll,16,Pittsburgh,450
2022,1,Coaches Poll,17,Miami,433
2022,1,Coaches Poll,18,Texas,383
2022,1,Coaches Poll,19,Wake Forest,381
2022,1,Coaches Poll,20,Wisconsin,369
2022,1,Coaches Poll,21,Kentucky,353
2022,1,Coaches Poll,22,Cincinnati,339
2022,1,Coaches Poll,23,Arkansas,334
2022,1,Coaches Poll,24,Ole Miss,327
2022,1,Coaches Poll,25,Houston,257
2022,1,FCS Coaches Poll,1,North Dakota State,624
2022,1,FCS Coaches Poll,2,Montana,567
2022,1,FCS Coaches Poll,3,South Dakota State,566
2022,1,FCS Coaches Poll,4,Montana State,560
2022,1,FCS Coaches Poll,5,Villanova,493
2022,1,FCS Coaches Poll,6,Kennesaw State,453
2022,1,FCS Coaches Poll,7,Sacramento State,452
2022,1,FCS Coaches Poll,8,Missouri State,405
2022,1,FCS Coaches Poll,9,Southern Illinois,379
2022,1,FCS Coaches Poll,10,Stephen F. Austin,362
2022,1,FCS Coaches Poll,11,East Tennessee State,352
2022,1,FCS Coaches Poll,12,Eastern Washington,337
2022,1,FCS Coaches Poll,13,Chattanooga,294
2022,1,FCS Coaches Poll,14,Incarnate Word,277
2022,1,FCS Coaches Poll,15,UT Martin,257
2022,1,FCS Coaches Poll,16,Southeastern Louisiana,254
2022,1,FCS Coaches Poll,17,Jackson State,245
2022,1,FCS Coaches Poll,18,Holy Cross,184
2022,1,FCS Coaches Poll,19,Delaware,172
2022,1,FCS Coaches Poll,20,Weber State,141
2022,1,FCS Coaches Poll,21,Northern Iowa,119
2022,1,FCS Coaches Poll,22,UC Davis,101
2022,1,FCS Coaches Poll,23,Mercer,78
2022,1,FCS Coaches Poll,24,Rhode Island,66
2022,1,FCS Coaches Poll,24,Richmond,66
2022,1,AFCA Division II Coaches Poll,1,Ferris State,750
2022,1,AFCA Division II Coaches Poll,2,Northwest Missouri State,661
2022,1,AFCA Division II Coaches Poll,3,Valdosta State,656
2022,1,AFCA Division II Coaches Poll,4,Colorado Mines,654
2022,1,AFCA Division II Coaches Poll,5,Grand Valley State,596
2022,1,AFCA Division II Coaches Poll,6,Shepherd,550
2022,1,AFCA Division II Coaches Poll,7,Angelo State,494
2022,1,AFCA Division II Coaches Poll,8,Bowie State,479
2022,1,AFCA Division II Coaches Poll,9,Harding,467
2022,1,AFCA Division II Coaches Poll,10,Notre Dame College,465
2022,1,AFCA Division II Coaches Poll,11,West Florida,452
2022,1,AFCA Division II Coaches Poll,12,West Georgia,373
2022,1,AFCA Division II Coaches Poll,13,Kutztown,359
2022,1,AFCA Division II Coaches Poll,14,Nebraska-Kearney,318
2022,1,AFCA Division II Coaches Poll,15,Newberry,250
2022,1,AFCA Division II Coaches Poll,16,New Haven,243
2022,1,AFCA Division II Coaches Poll,17,Western State,226
2022,1,AFCA Division II Coaches Poll,18,Albany State (GA),160
2022,1,AFCA Division II Coaches Poll,19,Lenoir-Rhyne,154
2022,1,AFCA Division II Coaches Poll,19,Ouachita Baptist,154
2022,1,AFCA Division II Coaches Poll,21,California (PA),143
2022,1,AFCA Division II Coaches Poll,22,Bemidji State,137
2022,1,AFCA Division II Coaches Poll,23,Slippery Rock,131
2022,1,AFCA Division II Coaches Poll,24,Midwestern State,112
2022,1,AFCA Division II Coaches Poll,25,Augustana (SD),99
2022,2,FCS Coaches Poll,1,North Dakota State,698
2022,2,FCS Coaches Poll,2,Montana,666
2022,2,FCS Coaches Poll,3,South Dakota State,634
2022,2,FCS Coaches Poll,4,Montana State,624
2022,2,FCS Coaches Poll,5,Villanova,586
2022,2,FCS Coaches Poll,6,Sacramento State,539
2022,2,FCS Coaches Poll,7,Missouri State,506
2022,2,FCS Coaches Poll,8,East Tennessee State,417
2022,2,FCS Coaches Poll,9,Incarnate Word,410
2022,2,FCS Coaches Poll,10,Chattanooga,405
2022,2,FCS Coaches Poll,11,Eastern Washington,390
2022,2,FCS Coaches Poll,12,Stephen F. Austin,368
2022,2,FCS Coaches Poll,13,Delaware,354
2022,2,FCS Coaches Poll,14,UT Martin,346
2022,2,FCS Coaches Poll,15,Jackson State,343
2022,2,FCS Coaches Poll,16,Holy Cross,244
2022,2,FCS Coaches Poll,17,Weber State,225
2022,2,FCS Coaches Poll,18,Kennesaw State,216
2022,2,FCS Coaches Poll,19,Southern Illinois,175
2022,2,FCS Coaches Poll,20,Rhode Island,160
2022,2,FCS Coaches Poll,20,Southeastern Louisiana,160
2022,2,FCS Coaches Poll,22,William & Mary,124
2022,2,FCS Coaches Poll,23,Mercer,84
2022,2,FCS Coaches Poll,24,Northern Iowa,72
2022,2,FCS Coaches Poll,25,UC Davis,67
2022,2,Coaches Poll,1,Alabama,1615
2022,2,Coaches Poll,2,Georgia,1542
2022,2,Coaches Poll,3,Ohio State,1520
2022,2,Coaches Poll,4,Clemson,1380
2022,2,Coaches Poll,5,Michigan,1333
2022,2,Coaches Poll,6,Texas A&M,1268
2022,2,Coaches Poll,7,Oklahoma,1160
2022,2,Coaches Poll,8,Baylor,1103
2022,2,Coaches Poll,9,Notre Dame,1077
2022,2,Coaches Poll,10,Oklahoma State,938
2022,2,Coaches Poll,11,Michigan State,860
2022,2,Coaches Poll,12,USC,849
2022,2,Coaches Poll,13,NC State,642
2022,2,Coaches Poll,14,Pittsburgh,624
2022,2,Coaches Poll,15,Utah,605
2022,2,Coaches Poll,16,Miami,591
2022,2,Coaches Poll,17,Arkansas,554
2022,2,Coaches Poll,18,Wisconsin,495
2022,2,Coaches Poll,19,Florida,469
2022,2,Coaches Poll,20,Kentucky,421
2022,2,Coaches Poll,21,Wake Forest,353
2022,2,Coaches Poll,22,Texas,351
2022,2,Coaches Poll,23,Ole Miss,292
2022,2,Coaches Poll,24,Oregon,206
2022,2,Coaches Poll,25,BYU,170
2022,2,AFCA Division II Coaches Poll,1,Ferris State,748
2022,2,AFCA Division II Coaches Poll,2,Northwest Missouri State,706
2022,2,AFCA Division II Coaches Poll,3,Valdosta State,686
2022,2,AFCA Division II Coaches Poll,4,Grand Valley State,667
2022,2,AFCA Division II Coaches Poll,5,Shepherd,608
2022,2,AFCA Division II Coaches Poll,6,Angelo State,582
2022,2,AFCA Division II Coaches Poll,7,West Florida,524
2022,2,AFCA Division II Coaches Poll,8,Harding,509
2022,2,AFCA Division II Coaches Poll,9,Bowie State,500
2022,2,AFCA Division II Coaches Poll,10,West Georgia,475
2022,2,AFCA Division II Coaches Poll,11,Nebraska-Kearney,428
2022,2,AFCA Division II Coaches Poll,12,Colorado Mines,424
2022,2,AFCA Division II Coaches Poll,13,Newberry,361
2022,2,AFCA Division II Coaches Poll,14,Lenoir-Rhyne,326
2022,2,AFCA Division II Coaches Poll,15,Albany State (GA),286
2022,2,AFCA Division II Coaches Poll,16,Ouachita Baptist,278
2022,2,AFCA Division II Coaches Poll,17,California (PA),252
2022,2,AFCA Division II Coaches Poll,18,Slippery Rock,229
2022,2,AFCA Division II Coaches Poll,19,Augustana (SD),152
2022,2,AFCA Division II Coaches Poll,20,Ashland,122
2022,2,AFCA Division II Coaches Poll,21,Notre Dame College,102
2022,2,AFCA Division II Coaches Poll,21,Colorado State-Pueblo,102
2022,2,AFCA Division II Coaches Poll,23,West Texas A&M,88
2022,2,AFCA Division II Coaches Poll,24,New Haven,85
2022,2,AFCA Division II Coaches Poll,25,Indianapolis,76
2022,2,AP Top 25,1,Alabama,1552
2022,2,AP Top 25,2,Georgia,1511
2022,2,AP Top 25,3,Ohio State,1471
2022,2,AP Top 25,4,Michigan,1299
2022,2,AP Top 25,5,Clemson,1280
2022,2,AP Top 25,6,Texas A&M,1241
2022,2,AP Top 25,7,Oklahoma,1130
2022,2,AP Top 25,8,Notre Dame,1085
2022,2,AP Top 25,9,Baylor,1057
2022,2,AP Top 25,10,USC,898
2022,2,AP Top 25,11,Oklahoma State,818
2022,2,AP Top 25,12,Florida,763
2022,2,AP Top 25,13,Utah,717
2022,2,AP Top 25,14,Michigan State,690
2022,2,AP Top 25,15,Miami,679
2022,2,AP Top 25,16,Arkansas,678
2022,2,AP Top 25,17,Pittsburgh,535
2022,2,AP Top 25,18,NC State,513
2022,2,AP Top 25,19,Wisconsin,476
2022,2,AP Top 25,20,Kentucky,373
2022,2,AP Top 25,21,BYU,266
2022,2,AP Top 25,22,Ole Miss,254
2022,2,AP Top 25,23,Wake Forest,246
2022,2,AP Top 25,24,Tennessee,194
2022,2,AP Top 25,25,Houston,143
2022,3,Coaches Poll,1,Alabama,1592
2022,3,Coaches Poll,2,Georgia,1574
2022,3,Coaches Poll,3,Ohio State,1514
2022,3,Coaches Poll,4,Clemson,1387
2022,3,Coaches Poll,5,Michigan,1370
2022,3,Coaches Poll,6,Oklahoma,1253
2022,3,Coaches Poll,7,Oklahoma State,1137
2022,3,Coaches Poll,8,USC,1133
2022,3,Coaches Poll,9,Michigan State,1026
2022,3,Coaches Poll,10,Kentucky,901
2022,3,Coaches Poll,11,Arkansas,857
2022,3,Coaches Poll,12,NC State,816
2022,3,Coaches Poll,13,Miami,805
2022,3,Coaches Poll,14,BYU,739
2022,3,Coaches Poll,15,Utah,673
2022,3,Coaches Poll,16,Tennessee,556
2022,3,Coaches Poll,17,Ole Miss,552
2022,3,Coaches Poll,18,Wake Forest,540
2022,3,Coaches Poll,19,Baylor,531
2022,3,Coaches Poll,20,Texas,306
2022,3,Coaches Poll,21,Florida,297
2022,3,Coaches Poll,22,Texas A&M,285
2022,3,Coaches Poll,23,Penn State,279
2022,3,Coaches Poll,24,Oregon,197
2022,3,Coaches Poll,25,Pittsburgh,157
2022,3,AP Top 25,1,Georgia,1561
2022,3,AP Top 25,2,Alabama,1496
2022,3,AP Top 25,3,Ohio State,1475
2022,3,AP Top 25,4,Michigan,1359
2022,3,AP Top 25,5,Clemson,1285
2022,3,AP Top 25,6,Oklahoma,1209
2022,3,AP Top 25,7,USC,1139
2022,3,AP Top 25,8,Oklahoma State,1004
2022,3,AP Top 25,9,Kentucky,992
2022,3,AP Top 25,10,Arkansas,938
2022,3,AP Top 25,11,Michigan State,902
2022,3,AP Top 25,12,BYU,880
2022,3,AP Top 25,13,Miami,772
2022,3,AP Top 25,14,Utah,673
2022,3,AP Top 25,15,Tennessee,658
2022,3,AP Top 25,16,NC State,623
2022,3,AP Top 25,17,Baylor,562
2022,3,AP Top 25,18,Florida,484
2022,3,AP Top 25,19,Wake Forest,449
2022,3,AP Top 25,20,Ole Miss,411
2022,3,AP Top 25,21,Texas,276
2022,3,AP Top 25,22,Penn State,271
2022,3,AP Top 25,23,Pittsburgh,160
2022,3,AP Top 25,24,Texas A&M,145
2022,3,AP Top 25,25,Oregon,89
2022,3,FCS Coaches Poll,1,North Dakota State,674
2022,3,FCS Coaches Poll,2,Montana,642
2022,3,FCS Coaches Poll,3,South Dakota State,617
2022,3,FCS Coaches Poll,4,Montana State,599
2022,3,FCS Coaches Poll,5,Villanova,557
2022,3,FCS Coaches Poll,6,Missouri State,528
2022,3,FCS Coaches Poll,7,Sacramento State,489
2022,3,FCS Coaches Poll,8,Incarnate Word,487
2022,3,FCS Coaches Poll,9,Chattanooga,456
2022,3,FCS Coaches Poll,10,Delaware,415
2022,3,FCS Coaches Poll,11,Jackson State,367
2022,3,FCS Coaches Poll,12,Holy Cross,363
2022,3,FCS Coaches Poll,13,Weber State,355
2022,3,FCS Coaches Poll,14,Rhode Island,272
2022,3,FCS Coaches Poll,15,Eastern Washington,262
2022,3,FCS Coaches Poll,16,Stephen F. Austin,233
2022,3,FCS Coaches Poll,17,William & Mary,227
2022,3,FCS Coaches Poll,18,UT Martin,218
2022,3,FCS Coaches Poll,19,East Tennessee State,210
2022,3,FCS Coaches Poll,20,Mercer,129
2022,3,FCS Coaches Poll,21,Fordham,60
2022,3,FCS Coaches Poll,22,Kennesaw State,57
2022,3,FCS Coaches Poll,23,Youngstown State,56
2022,3,FCS Coaches Poll,24,Eastern Kentucky,55
2022,3,FCS Coaches Poll,25,Samford,46
2022,3,AFCA Division II Coaches Poll,1,Ferris State,749
2022,3,AFCA Division II Coaches Poll,2,Northwest Missouri State,712
2022,3,AFCA Division II Coaches Poll,3,Grand Valley State,692
2022,3,AFCA Division II Coaches Poll,4,Shepherd,645
2022,3,AFCA Division II Coaches Poll,5,Angelo State,625
2022,3,AFCA Division II Coaches Poll,6,West Florida,609
2022,3,AFCA Division II Coaches Poll,7,Harding,567
2022,3,AFCA Division II Coaches Poll,8,West Georgia,543
2022,3,AFCA Division II Coaches Poll,9,Newberry,471
2022,3,AFCA Division II Coaches Poll,10,Ouachita Baptist,468
2022,3,AFCA Division II Coaches Poll,11,Slippery Rock,412
2022,3,AFCA Division II Coaches Poll,12,Ashland,370
2022,3,AFCA Division II Coaches Poll,13,Augustana (SD),341
2022,3,AFCA Division II Coaches Poll,14,West Texas A&M,283
2022,3,AFCA Division II Coaches Poll,15,Valdosta State,281
2022,3,AFCA Division II Coaches Poll,16,Pittsburg State,204
2022,3,AFCA Division II Coaches Poll,17,Notre Dame College,158
2022,3,AFCA Division II Coaches Poll,18,Lenoir-Rhyne,144
2022,3,AFCA Division II Coaches Poll,19,Indianapolis,140
2022,3,AFCA Division II Coaches Poll,20,Bowie State,132
2022,3,AFCA Division II Coaches Poll,21,Albany State (GA),121
2022,3,AFCA Division II Coaches Poll,21,Colorado Mines,121
2022,3,AFCA Division II Coaches Poll,23,Saginaw Valley,120
2022,3,AFCA Division II Coaches Poll,24,Minnesota State,119
2022,3,AFCA Division II Coaches Poll,25,New Haven,114
2022,4,Coaches Poll,1,Georgia,1594
2022,4,Coaches Poll,2,Alabama,1580
2022,4,Coaches Poll,3,Ohio State,1505
2022,4,Coaches Poll,4,Michigan,1379
2022,4,Coaches Poll,5,Clemson,1362
2022,4,Coaches Poll,6,Oklahoma,1281
2022,4,Coaches Poll,7,USC,1183
2022,4,Coaches Poll,8,Oklahoma State,1161
2022,4,Coaches Poll,9,Kentucky,1063
2022,4,Coaches Poll,10,Arkansas,934
2022,4,Coaches Poll,11,NC State,919
2022,4,Coaches Poll,12,Tennessee,826
2022,4,Coaches Poll,13,Ole Miss,734
2022,4,Coaches Poll,14,Utah,726
2022,4,Coaches Poll,15,Penn State,579
2022,4,Coaches Poll,16,Wake Forest,529
2022,4,Coaches Poll,17,Baylor,507
2022,4,Coaches Poll,18,Oregon,468
2022,4,Coaches Poll,19,Texas,438
2022,4,Coaches Poll,20,Texas A&M,385
2022,4,Coaches Poll,21,Michigan State,305
2022,4,Coaches Poll,22,Florida,297
2022,4,Coaches Poll,23,BYU,253
2022,4,Coaches Poll,24,Washington,244
2022,4,Coaches Poll,25,Miami,234
2022,4,AP Top 25,1,Georgia,1569
2022,4,AP Top 25,2,Alabama,1492
2022,4,AP Top 25,3,Ohio State,1473
2022,4,AP Top 25,4,Michigan,1364
2022,4,AP Top 25,5,Clemson,1268
2022,4,AP Top 25,6,Oklahoma,1257
2022,4,AP Top 25,7,USC,1197
2022,4,AP Top 25,8,Kentucky,1096
2022,4,AP Top 25,9,Oklahoma State,1071
2022,4,AP Top 25,10,Arkansas,920
2022,4,AP Top 25,11,Tennessee,866
2022,4,AP Top 25,12,NC State,781
2022,4,AP Top 25,13,Utah,684
2022,4,AP Top 25,14,Penn State,666
2022,4,AP Top 25,15,Oregon,593
2022,4,AP Top 25,16,Ole Miss,585
2022,4,AP Top 25,17,Baylor,494
2022,4,AP Top 25,18,Washington,485
2022,4,AP Top 25,19,BYU,381
2022,4,AP Top 25,20,Florida,360
2022,4,AP Top 25,21,Wake Forest,345
2022,4,AP Top 25,22,Texas,339
2022,4,AP Top 25,23,Texas A&M,309
2022,4,AP Top 25,24,Pittsburgh,181
2022,4,AP Top 25,25,Miami,123
2022,4,FCS Coaches Poll,1,North Dakota State,642
2022,4,FCS Coaches Poll,2,Montana,626
2022,4,FCS Coaches Poll,3,South Dakota State,595
2022,4,FCS Coaches Poll,4,Montana State,512
2022,4,FCS Coaches Poll,4,Missouri State,512
2022,4,FCS Coaches Poll,6,Sacramento State,502
2022,4,FCS Coaches Poll,7,Incarnate Word,500
2022,4,FCS Coaches Poll,8,Delaware,468
2022,4,FCS Coaches Poll,9,Chattanooga,461
2022,4,FCS Coaches Poll,10,Villanova,438
2022,4,FCS Coaches Poll,11,Jackson State,406
2022,4,FCS Coaches Poll,12,Weber State,367
2022,4,FCS Coaches Poll,13,Holy Cross,357
2022,4,FCS Coaches Poll,14,William & Mary,301
2022,4,FCS Coaches Poll,15,Eastern Washington,253
2022,4,FCS Coaches Poll,16,Mercer,174
2022,4,FCS Coaches Poll,17,Stephen F. Austin,160
2022,4,FCS Coaches Poll,18,Fordham,150
2022,4,FCS Coaches Poll,19,UT Martin,141
2022,4,FCS Coaches Poll,20,Eastern Kentucky,130
2022,4,FCS Coaches Poll,21,Rhode Island,121
2022,4,FCS Coaches Poll,22,Samford,83
2022,4,FCS Coaches Poll,23,Austin Peay,64
2022,4,FCS Coaches Poll,24,Richmond,51
2022,4,FCS Coaches Poll,24,Youngstown State,51
2022,4,AFCA Division II Coaches Poll,1,Ferris State,748
2022,4,AFCA Division II Coaches Poll,2,Northwest Missouri State,714
2022,4,AFCA Division II Coaches Poll,3,Grand Valley State,693
2022,4,AFCA Division II Coaches Poll,4,Angelo State,628
2022,4,AFCA Division II Coaches Poll,5,Shepherd,623
2022,4,AFCA Division II Coaches Poll,6,West Florida,607
2022,4,AFCA Division II Coaches Poll,7,Harding,572
2022,4,AFCA Division II Coaches Poll,8,West Georgia,528
2022,4,AFCA Division II Coaches Poll,9,Ouachita Baptist,490
2022,4,AFCA Division II Coaches Poll,10,Newberry,475
2022,4,AFCA Division II Coaches Poll,11,Slippery Rock,442
2022,4,AFCA Division II Coaches Poll,12,Ashland,405
2022,4,AFCA Division II Coaches Poll,13,Augustana (SD),372
2022,4,AFCA Division II Coaches Poll,14,Pittsburg State,342
2022,4,AFCA Division II Coaches Poll,15,Valdosta State,324
2022,4,AFCA Division II Coaches Poll,16,Indianapolis,250
2022,4,AFCA Division II Coaches Poll,17,Notre Dame College,231
2022,4,AFCA Division II Coaches Poll,18,Lenoir-Rhyne,229
2022,4,AFCA Division II Coaches Poll,19,Saginaw Valley,192
2022,4,AFCA Division II Coaches Poll,20,Albany State (GA),167
2022,4,AFCA Division II Coaches Poll,21,Colorado Mines,134
2022,4,AFCA Division II Coaches Poll,22,Virginia Union,125
2022,4,AFCA Division II Coaches Poll,23,New Haven,88
2022,4,AFCA Division II Coaches Poll,24,Henderson State,87
2022,4,AFCA Division II Coaches Poll,25,Nebraska-Kearney,59
2022,4,AFCA Division III Coaches Poll,1,North Central,1149
2022,4,AFCA Division III Coaches Poll,2,St. Johns (MN),1107
2022,4,AFCA Division III Coaches Poll,3,Mount Union,1085
2022,4,AFCA Division III Coaches Poll,4,Mary Hardin-Baylor,951
2022,4,AFCA Division III Coaches Poll,5,UW-Whitewater,941
2022,4,AFCA Division III Coaches Poll,6,Hardin-Simmons,901
2022,4,AFCA Division III Coaches Poll,7,Linfield,827
2022,4,AFCA Division III Coaches Poll,8,Trinity (TX),819
2022,4,AFCA Division III Coaches Poll,9,Johns Hopkins,817
2022,4,AFCA Division III Coaches Poll,10,Wisconsin-La Crosse,781
2022,4,AFCA Division III Coaches Poll,11,Delaware Valley,645
2022,4,AFCA Division III Coaches Poll,12,SUNY Cortland,643
2022,4,AFCA Division III Coaches Poll,13,Ithaca,580
2022,4,AFCA Division III Coaches Poll,14,Wheaton College (Ill),499
2022,4,AFCA Division III Coaches Poll,15,Randolph-Macon,375
2022,4,AFCA Division III Coaches Poll,16,UW-Oshkosh,358
2022,4,AFCA Division III Coaches Poll,17,UW-River Falls,312
2022,4,AFCA Division III Coaches Poll,18,Heidelberg,308
2022,4,AFCA Division III Coaches Poll,19,Carnegie Mellon,253
2022,4,AFCA Division III Coaches Poll,20,Albion,244
2022,4,AFCA Division III Coaches Poll,21,Susquehanna,229
2022,4,AFCA Division III Coaches Poll,22,DePauw,202
2022,4,AFCA Division III Coaches Poll,23,Wartburg,196
2022,4,AFCA Division III Coaches Poll,24,Union,158
2022,4,AFCA Division III Coaches Poll,25,Central,122
2022,5,Coaches Poll,1,Georgia,1563
2022,5,Coaches Poll,2,Alabama,1558
2022,5,Coaches Poll,3,Ohio State,1486
2022,5,Coaches Poll,4,Michigan,1379
2022,5,Coaches Poll,5,Clemson,1339
2022,5,Coaches Poll,6,USC,1226
2022,5,Coaches Poll,7,Oklahoma State,1176
2022,5,Coaches Poll,8,Kentucky,1136
2022,5,Coaches Poll,9,Tennessee,1077
2022,5,Coaches Poll,10,NC State,1015
2022,5,Coaches Poll,11,Ole Miss,864
2022,5,Coaches Poll,12,Penn State,824
2022,5,Coaches Poll,13,Utah,822
2022,5,Coaches Poll,14,Baylor,638
2022,5,Coaches Poll,15,Oregon,622
2022,5,Coaches Poll,16,Oklahoma,601
2022,5,Coaches Poll,17,Texas A&M,574
2022,5,Coaches Poll,18,Washington,539
2022,5,Coaches Poll,19,Arkansas,509
2022,5,Coaches Poll,20,BYU,359
2022,5,Coaches Poll,21,Wake Forest,352
2022,5,Coaches Poll,22,Florida State,252
2022,5,Coaches Poll,23,Minnesota,238
2022,5,Coaches Poll,24,Pittsburgh,223
2022,5,Coaches Poll,25,Syracuse,74
2022,5,AP Top 25,1,Georgia,1565
2022,5,AP Top 25,2,Alabama,1487
2022,5,AP Top 25,3,Ohio State,1483
2022,5,AP Top 25,4,Michigan,1354
2022,5,AP Top 25,5,Clemson,1311
2022,5,AP Top 25,6,USC,1236
2022,5,AP Top 25,7,Kentucky,1127
2022,5,AP Top 25,8,Tennessee,1119
2022,5,AP Top 25,9,Oklahoma State,1081
2022,5,AP Top 25,10,NC State,920
2022,5,AP Top 25,11,Penn State,876
2022,5,AP Top 25,12,Utah,760
2022,5,AP Top 25,13,Oregon,727
2022,5,AP Top 25,14,Ole Miss,691
2022,5,AP Top 25,15,Washington,657
2022,5,AP Top 25,16,Baylor,550
2022,5,AP Top 25,17,Texas A&M,543
2022,5,AP Top 25,18,Oklahoma,529
2022,5,AP Top 25,19,BYU,482
2022,5,AP Top 25,20,Arkansas,457
2022,5,AP Top 25,21,Minnesota,288
2022,5,AP Top 25,22,Wake Forest,265
2022,5,AP Top 25,23,Florida State,244
2022,5,AP Top 25,24,Pittsburgh,209
2022,5,AP Top 25,25,Kansas State,166
2022,5,FCS Coaches Poll,1,North Dakota State,694
2022,5,FCS Coaches Poll,2,Montana,672
2022,5,FCS Coaches Poll,3,South Dakota State,646
2022,5,FCS Coaches Poll,4,Montana State,592
2022,5,FCS Coaches Poll,5,Sacramento State,584
